stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,nitrite_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,latitude,longitude,source_file,dissolved_oxygen,nitrate,station_name,river_name,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
2676,07-01-2025,Jul,16:10:00,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,Muchkundi,Muchkundi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,C (Drinking water source),,Clear,50-100cm,Idol Emersion Wading,Yes,Clear,Odor Free,0.0,27.0,6.8,7.7,65.0,2.8,0.32,,5.6,25.0,1.8(BDL),1.2,5(BDL),40,11.25,12.0,2.24,1.26,24.0,16.0,8.0,5.12,5(BDL),55.0,47.0,12,0.2(BDL),,1(BDL),0.35,16° 46.450,73° 34.968,NWMP_July2025.csv,6.8,0.32,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2813,07-02-2025,Jul,10:45:00,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,Ganptipule,Ganptipule,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,B (Outdoor bathing(Organized)),,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0.0,27.0,5.9,8.2,43700.0,16.0,0.65,,14,94.0,,2,16,100,13495.82,248.0,3.92,1.37,5620.0,1070.0,4550.0,2224,6400,30800.0,25260.0,10(BDL),0.2(BDL),,212,3,17° 08.721,73° 15.930,NWMP_July2025.csv,5.9,0.65,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (16.0 > 3),1,11.06,Low Risk,High
2814,07-01-2025,Jul,14:05:00,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Bhagwati Bundar,Bhagwati Bundar,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,00-01-1900,B (Outdoor bathing(Organized)),Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0.0,27.0,5.7,8.2,43900.0,14.0,0.6,,20,110.0,,1(BDL),12,106,14320.56,256.0,2.8,1.03,5920.0,1050.0,4870.0,2234.9,6800,30240.0,25260.0,12,0.2(BDL),,226,3.4,16° 59.932,73° 16.349,NWMP_July2025.csv,5.7,0.6,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (14.0 > 3),1,9.36,Low Risk,High
2815,07-01-2025,Jul,13:30:00,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Mandvi,Mandvi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,B (Outdoor bathing(Organized)),Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0.0,27.0,6.4,8.0,6810.0,6.0,0.41,,11,58.0,,2.4,5(BDL),50,2764.14,84.0,2.8,1.04,824.0,232.0,592.0,1037.25,1300,6100.0,4022.0,11,0.2(BDL),,62,2.25,16° 59.312,73° 17.055,NWMP_July2025.csv,6.4,0.41,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (6.0 > 3),1,2.55,Low Risk,High
2790,07-01-2025,Jul,14:35:00,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,Pimpal Paneri,Pimpal Paneri,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,No Information,,Clear,50-100cm,Others,Yes,Clear,Odor Free,0.0,27.0,6.7,8.0,541.0,3.0,0.59,,4.5,22.0,,1.6,5(BDL),68,135.76,12.0,3.36,1.06,45.4,32.0,13.4,5.89,60,369.0,309.0,10(BDL),0.2(BDL),,2.16,0.2(BDL),16° 55.175,73° 17.944,NWMP_July2025.csv,6.7,0.59,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2199,07-01-2025,Jul,11:10:00,"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,6.2,7.8,191.0,3.0,0.7,,6,21.0,1.8(BDL),1.6,5(BDL),36,37.04,12.0,2.24,0.85,60.6,38.4,22.2,9.37,18,130.0,111.0,11,0.2(BDL),,1.12,0.27,18°04.239,73°19.942,NWMP_July2025.csv,6.2,0.7,"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2701,07-01-2025,Jul,12:50:00,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,7.1,7.6,117.0,3.0,0.41,,6,26.0,1.8(BDL),2.2,5(BDL),40,13.25,16.0,3.92,1.21,49.0,31.0,18.0,5.02,6,80.0,70.0,11,0.2(BDL),,1(BDL),0.43,18° 05.515,73° 27.943,NWMP_July2025.csv,7.1,0.41,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2702,07-01-2025,Jul,12:20:00,"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,,0.0,28.0,7.3,7.8,98.0,3.0,0.35,,6.1,27.0,1.8(BDL),1(BDL),5(BDL),38,11.85,12.0,3.36,1.04,44.2,23.2,21.0,5.24,5(BDL),74.0,64.4,10(BDL),0.2(BDL),,1(BDL),1.18,18° 05.177,73° 26.613,NWMP_July2025.csv,7.3,0.35,"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2703,07-01-2025,Jul,11:55:00,"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,7.5,7.7,119.0,2.8,0.45,,6.1,24.0,1.8(BDL),1(BDL),5(BDL),46,13.6,16.0,2.24,0.84,46.6,26.0,20.6,5.12,6,79.0,67.0,10(BDL),0.2(BDL),,1(BDL),0.32,18° 04.455,73° 25.237,NWMP_July2025.csv,7.5,0.45,"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2704,07-01-2025,Jul,11:35:00,"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,7.5,7.9,102.0,2.8,0.38,,6.8,25.0,1.8(BDL),1.2,5(BDL),44,11.1,12.0,1.5(BDL),0.4,45.0,23.2,21.8,5.03,5(BDL),71.0,60.4,10(BDL),0.2(BDL),,1(BDL),0.92,18° 04.317,73° 23.647,NWMP_July2025.csv,7.5,0.38,"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
5996,07-01-2025,Jul,16:20:00,"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,,,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,7.1,7.8,147.0,2.6,0.56,,1.8(BDL),120.0,1.8(BDL),12.9,5(BDL),56,6.54,8.0,1.5(BDL),0.4,48.0,32.0,16.0,5(BDL),5(BDL),124.0,109.0,22,0.22,0.5(BDL),1(BDL),0.2(BDL),18.73856,73.32371,NWMP_July2025.csv,7.1,0.56,"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
5997,07-03-2025,Jul,18:25:00,"Kundalika river , kolad, Dist- Raigad",River,,,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,28.0,7,7.6,89.0,2.2,0.39,,6,140.0,1.8(BDL),3.13,5(BDL),34,7.5,8.0,1.5(BDL),0.4,36.0,18.0,18.0,5(BDL),5(BDL),76.0,67.0,10(BDL),0.38,0.5(BDL),1(BDL),0.2(BDL),18.411402,73.2122,NWMP_July2025.csv,7.0,0.39,"Kundalika river , kolad, Dist- Raigad",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2165,07-07-2025,Jul,11:30:00,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea, Gate Way of India, Gate Way of India,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.3,8.5,26910.0,10.0,1.5,,84,430.0,,10.3,5(BDL),110,10973.9,104.0,2.24,0.4,3480.0,620.0,2860.0,667,6356,22875.0,20128.0,62,0.2(BDL),0.92,336,0.49,18°55.348,72°50.081,NWMP_July2025.csv,5.3,1.5,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (10.0 > 3),1,5.96,Low Risk,High
2166,07-07-2025,Jul,12:30:00,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Churni Road,Churni Road,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.5,8.1,26770.0,9.0,1.5,,94,540.0,,10.26,5(BDL),130,10369.83,76.0,3.36,0.4,3320.0,640.0,2680.0,1436,6256,22754.0,20023.0,65,0.26,1,352,0.47,18°56.977,72°49.127,NWMP_July2025.csv,5.5,1.5,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (9.0 > 3),1,5.11,Low Risk,High
2167,07-07-2025,Jul,14:30:00,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Worli Seaface,Worli Seaface,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.4,7.9,26790.0,9.0,1.44,,110,540.0,,10.4,5(BDL),102,11376.61,64.0,3.36,0.4,3400.0,740.0,2660.0,1724,6537,24775.0,22102.0,71,0.2(BDL),1.14,378,0.49,18°59.820,72°48.722,NWMP_July2025.csv,5.4,1.44,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (9.0 > 3),1,5.11,Low Risk,High
1318,07-08-2025,Jul,08:00:00,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,Mahim Creek,Mahim Creek,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5,8.0,24200.0,8.0,1.74,,210,1600.0,,10.09,5(BDL),144,10470.51,56.0,2.24,0.4,3180.0,620.0,2560.0,1349.5,6355,22570.0,19104.0,45,0.2(BDL),1.17,348,0.46,19° 02,72° 48,NWMP_July2025.csv,5.0,1.74,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (8.0 > 3),1,4.26,Low Risk,High
2811,07-08-2025,Jul,09:00:00,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Shivaji Park ,Shivaji Park ,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4,7.9,24250.0,16.0,1.73,,94,540.0,,10.01,5(BDL),162,9665.09,112.0,3.36,0.4,3240.0,680.0,2560.0,1330.5,6462,22612.0,20139.0,64,0.32,1.35,321.5,0.51,19° 01.570,72° 50.069,NWMP_July2025.csv,4.0,1.73,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.0 < 5); BOD (16.0 > 3),2,19.06,Low Risk,High
2810,07-07-2025,Jul,13:30:00,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Haji Ali,Haji Ali,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,8.0,26820.0,12.0,1.44,,94,920.0,,10.23,5(BDL),116,10470.51,68.0,4.48,0.4,3460.0,640.0,2820.0,1472,6828,23678.0,20956.0,58,0.34,1.34,342.5,0.53,18° 58.722,72° 48.685,NWMP_July2025.csv,4.4,1.44,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (12.0 > 3),2,12.46,Low Risk,High
2809,07-07-2025,Jul,13:00:00,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea, Malabar Hill, Malabar Hill,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.2,8.1,26830.0,15.0,1.33,,84,540.0,,10.51,5(BDL),110,11275.94,92.0,3.36,0.4,3220.0,680.0,2540.0,1532,7309,24805.0,21068.0,61,0.36,1.26,335,0.54,18° 57.176,72° 48.400,NWMP_July2025.csv,4.2,1.33,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.2 < 5); BOD (15.0 > 3),2,16.61,Low Risk,High
1317,07-08-2025,Jul,08:00:00,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek, Eliphanta Island, Eliphanta Island,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4,8.1,28640.0,14.0,1.42,,46,540.0,,10.28,5(BDL),102,14598.31,96.0,3.36,0.4,3440.0,660.0,2780.0,1037.5,7075,27132.0,23876.0,59,0.35,1.45,382.4,0.52,18° 57,72° 57,NWMP_July2025.csv,4.0,1.42,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.0 < 5); BOD (14.0 > 3),2,17.36,Low Risk,High
2808,07-07-2025,Jul,12:00:00,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Narimen Point,Narimen Point,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4,8.1,26790.0,16.0,1.41,,79,540.0,,10.36,5(BDL),116,11577.97,108.0,2.24,0.4,3360.0,640.0,2720.0,1364,7676,24786.0,21680.0,65,0.26,1.24,315.8,0.49,18° 55.534,72° 49.108,NWMP_July2025.csv,4.0,1.41,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.0 < 5); BOD (16.0 > 3),2,19.06,Low Risk,High
2168,07-08-2025,Jul,16:00:00,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,Mithi River,Mithi River,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0,7.3,711.0,50.0,1.45,,940,2800.0,170,10.3,5(BDL),210,99.97,72.0,6.72,2.82,154.0,102.0,52.0,44.56,40.17,652.0,595.0,38,0.48,0.5(BDL),14.66,0.29,19°03.095,72°50.907,NWMP_July2025.csv,0.0,1.45,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.0 < 5); BOD (50.0 > 3),2,80.0,Severe Risk,High
2169,07-08-2025,Jul,16:00:00,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Versova Beach,Versova Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Brown,,0.0,28.0,4.4,7.9,36130.0,14.0,1.27,,94,540.0,,11.98,5(BDL),150,15995.04,216.0,7.84,3.01,4760.0,680.0,4080.0,1886,7332,33581.0,29652.0,80,0.28,0.84,501.6,0.69,19°08.321,72°48.349,NWMP_July2025.csv,4.4,1.27,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (14.0 > 3),2,14.16,Low Risk,High
2812,07-08-2025,Jul,16:00:00,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Juhu  Beach,Juhu  Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Brown,,0.0,28.0,4.8,8.6,36070.0,9.0,1.27,,110,430.0,,10.75,5(BDL),128,14695.44,88.0,7.84,0.4,4680.0,720.0,3960.0,2011.5,8642,33959.0,30772.0,70,0.21,0.94,393.4,0.68,19° 05.795,72° 49.564,NWMP_July2025.csv,4.8,1.27,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.8 < 5); BOD (9.0 > 3); pH (8.6 not in 6.5-8.5),3,7.07,Low Risk,High
2782,07-08-2025,Jul,12:35:00,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,Rabodi,Rabodi,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,1.2,7.4,540.0,36.0,1.57,,110,920.0,,12.38,5(BDL),152,47.32,52.0,7.84,4.4,154.0,104.0,50.0,38.92,43.84,492.0,434.0,35,0.2(BDL),0.5(BDL),9.84,0.2(BDL),19° 12.081,72° 59.173,NWMP_July2025.csv,1.2,1.57,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (1.2 < 5); BOD (36.0 > 3),2,58.49,High Risk,High
2783,07-08-2025,Jul,12:15:00,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,Colour Chem ,Colour Chem ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.3(BDL),7.4,540.0,46.0,1.57,,140,1600.0,,9.27,5(BDL),222,45.31,56.0,7.28,4.22,152.0,100.0,52.0,33.23,36.52,496.0,445.0,21,0.21,0.5(BDL),9.43,0.2(BDL),19° 12.957,72° 59.153,NWMP_July2025.csv,0.3,1.57,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (46.0 > 3),2,74.2,High Risk,High
2784,07-08-2025,Jul,11:50:00,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,Sandoz ,Sandoz ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.3(BDL),7.4,527.0,46.0,1.57,,170,1600.0,,8.5,5(BDL),206,44.3,68.0,7.84,4.44,152.0,98.0,54.0,29.76,36.17,481.0,428.0,18,0.2(BDL),0.5(BDL),8.3,0.2(BDL),19° 14.219,72° 59.844,NWMP_July2025.csv,0.3,1.57,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (46.0 > 3),2,74.2,High Risk,High
2792,07-08-2025,Jul,13:40:00,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,6.5,7.6,187.0,4.8,1.1,,94,430.0,,9.97,5(BDL),20(BDL),20.64,20.0,2.24,0.4,60.0,32.0,28.0,16.35,12.25,159.0,140.0,30,0.2(BDL),0.5(BDL),2.06,0.2(BDL),19° 12.573,73° 01.068,NWMP_July2025.csv,6.5,1.1,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (4.8 > 3),1,1.53,Low Risk,High
2793,07-08-2025,Jul,13:10:00,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,Thane ,Thane ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,6.4,7.7,186.0,4.8,1.17,,94,540.0,,9.55,5(BDL),68,19.63,20.0,2.24,0.4,62.0,32.0,30.0,19.06,12.33,164.0,142.0,27,0.2(BDL),0.5(BDL),9.96,0.2(BDL),19° 11.736,72° 59.152,NWMP_July2025.csv,6.4,1.17,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (4.8 > 3),1,1.53,Low Risk,High
2794,07-08-2025,Jul,11:20:00,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,6.4,7.6,186.0,5.0,1.22,,46,280.0,,10.2,5(BDL),60,20.64,20.0,7.84,4.77,58.0,32.0,26.0,10.59,12.86,169.0,153.0,39,0.26,0.5(BDL),1.46,0.2(BDL),19° 14.723,72° 59.856,NWMP_July2025.csv,6.4,1.22,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (5.0 > 3),1,1.7,Low Risk,High
2795,07-08-2025,Jul,11:00:00,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,5.4,7.6,189.0,5.0,1.27,,39,210.0,,9.87,5(BDL),96,20.14,36.0,2.24,0.4,64.0,30.0,34.0,11.75,12.57,162.0,143.0,31,0.27,0.5(BDL),1.38,0.2(BDL),19° 17.229,72° 56.310,NWMP_July2025.csv,5.4,1.27,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (5.0 > 3),1,1.7,Low Risk,High
