slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,electric_conductivity_s_cm,colour,odour,turbidity_ntu,temperature_c,total_solids_mg_l,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
331,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-03-1976 08:00,719.0,Clear,odour free,,24.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.5,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
332,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-03-1976 08:00,719.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
333,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-04-1976 08:00,559.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
334,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-04-1976 08:00,559.0,Clear,odour free,,29.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.5,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
335,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-05-1976 08:00,629.0,Clear,odour free,,29.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.0,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
336,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-05-1976 08:00,530.0,Clear,odour free,,28.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.5,530.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
337,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-06-1976 08:00,719.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
338,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-06-1976 08:00,559.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
339,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-07-1976 08:00,774.0,Clear,odour free,,27.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.5,774.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
340,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-07-1976 08:00,839.0,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,839.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
341,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,02-08-1976 08:00,839.0,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,839.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
342,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,16-08-1976 08:00,839.0,Clear,odour free,,27.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.5,839.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
343,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-09-1976 08:00,774.0,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,774.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
344,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-09-1976 08:00,774.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,774.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
345,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-10-1976 08:00,774.0,Clear,odour free,,28.2,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.2,774.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
346,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-10-1976 08:00,750.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,750.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
347,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-11-1976 08:00,578.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,578.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
348,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-11-1976 08:00,578.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,578.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
349,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-12-1976 08:00,503.0,Clear,odour free,,25.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.5,503.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
350,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-12-1976 08:00,629.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
351,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-01-1977 08:00,680.0,Clear,odour free,,21.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,21.0,680.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
352,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-01-1977 08:00,699.0,Clear,odour free,,21.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,21.0,699.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
353,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-02-1977 08:00,719.0,Clear,odour free,,21.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,21.5,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
354,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-02-1977 08:00,740.0,Clear,odour free,,23.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,23.5,740.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
355,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-03-1977 08:00,680.0,Clear,odour free,,24.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.5,680.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
356,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-03-1977 08:00,599.0,Clear,odour free,,25.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.5,599.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
357,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-04-1977 08:00,774.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,774.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
358,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-04-1977 08:00,719.0,Clear,odour free,,28.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.5,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
359,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,02-05-1977 08:00,762.0,Clear,odour free,,29.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.5,762.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
360,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,16-05-1977 08:00,729.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,729.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
361,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-06-1977 08:00,559.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
362,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-06-1977 08:00,383.0,Clear,odour free,,29.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.0,383.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
363,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-07-1977 08:00,786.0,Clear,odour free,,27.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.5,786.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
364,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-07-1977 08:00,825.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,825.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
365,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-08-1977 08:00,719.0,Clear,odour free,,27.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.5,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
366,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,16-08-1977 08:00,503.0,Clear,odour free,,29.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.5,503.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
367,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-09-1977 08:00,457.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,457.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
368,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-09-1977 08:00,280.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,280.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
369,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-10-1977 08:00,265.0,Clear,odour free,,27.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.5,265.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
370,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-10-1977 08:00,629.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
371,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-11-1977 08:00,629.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
372,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-11-1977 08:00,719.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
373,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-12-1977 08:00,621.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,621.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
374,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-12-1977 08:00,670.0,Clear,odour free,,21.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,21.5,670.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
375,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,02-01-1978 08:00,853.0,Clear,odour free,,23.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,23.0,853.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
376,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,16-01-1978 08:00,729.0,Clear,odour free,,22.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,22.0,729.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
377,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-02-1978 08:00,708.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,708.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
378,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-02-1978 08:00,729.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,729.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
379,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-03-1978 08:00,689.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,689.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
380,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-03-1978 08:00,645.0,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,645.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
381,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-04-1978 08:00,592.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,592.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
382,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-04-1978 08:00,565.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,565.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
383,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-05-1978 08:00,547.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,547.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
384,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-05-1978 08:00,645.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,645.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
385,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-06-1978 08:00,645.0,Clear,odour free,,30.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,30.0,645.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
386,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-06-1978 08:00,645.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,645.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
387,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-07-1978 08:00,729.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,729.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
388,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,15-07-1978 08:00,383.0,Clear,odour free,,28.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.5,383.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
389,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-08-1978 08:00,111.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,111.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
390,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,16-08-1978 08:00,237.0,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,237.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
391,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.8825,77.95722222,01-09-1978 08:00,132.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,132.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
