stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,use_of_water_in_down_stream,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,remark,latitude,longitude,source_file,dissolved_oxygen,nitrate,station_name,river_name,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
2804,09-03-2025,Sep,17:30:00,"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Creek,Karambavane,Karambavane,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,6.6,7.6,102.0,2.8,0.33,6,21.0,1.8(BDL),1(BDL),5(BDL),46,12.85,12.0,1.5(BDL),0.4,31.4,14.6,16.8,7.75,5(BDL),82.0,74.0,10(BDL),0.2(BDL),,1(BDL),0.2(BDL),,17° 34.867,73° 25.913,NWMP_September2025_MPCB_0.csv,6.6,0.33,"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Creek,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2676,09-03-2025,Sep,12:30:00,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,Muchkundi,Muchkundi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,C (Drinking water source),,,Clear,50-100cm,Idol Emersion Wading,Yes,Clear,Odor Free,0.0,26.0,6.8,7.3,86.0,3.0,0.33,6.8,27.0,1.8(BDL),1.2,5(BDL),38,13.35,16.0,1.5(BDL),0.4,29.0,20.0,9.0,8.45,5(BDL),69.0,60.0,12,0.2(BDL),0.5(BDL),1(BDL),0.36,,16° 46.450,73° 34.968,NWMP_September2025_MPCB_0.csv,6.8,0.33,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2813,09-03-2025,Sep,07:55:00,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,Ganptipule,Ganptipule,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,B (Outdoor bathing(Organized)),,,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,,0.0,26.0,5.8,8.0,40300.0,14.0,0.63,14,94.0,,1(BDL),12,110,18019.41,284.0,1.68,0.4,4260.0,800.0,3460.0,1346.5,6458,36421.0,32770.0,13,0.2(BDL),,200,1.1,,17° 08.721,73° 15.930,NWMP_September2025_MPCB_0.csv,5.8,0.63,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (14.0 > 3),1,9.36,Low Risk,High
2814,09-03-2025,Sep,10:35:00,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Bhagwati Bundar,Bhagwati Bundar,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,00:00:00,B (Outdoor bathing(Organized)),,Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0.0,25.0,5.8,8.0,40340.0,16.0,0.59,17,110.0,,1(BDL),10,114,17969.43,224.0,1.5(BDL),0.4,4230.0,805.0,3425.0,1234.5,6342,36528.0,32870.0,13,0.2(BDL),,196,1.25,,16° 59.932,73° 16.349,NWMP_September2025_MPCB_0.csv,5.8,0.59,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (16.0 > 3),1,11.06,Low Risk,High
2815,09-03-2025,Sep,10:15:00,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Mandvi,Mandvi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,B (Outdoor bathing(Organized)),,Muncipal Sewage,Clear,Less than 50cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0.0,25.0,6.7,7.3,872.0,3.0,0.56,8.3,39.0,,1(BDL),5(BDL),44,207.14,20.0,1.5(BDL),0.4,75.8,31.6,44.19,7.46,74.2,642.0,578.0,11,0.2(BDL),,2.29,0.7,,16° 59.312,73° 17.055,NWMP_September2025_MPCB_0.csv,6.7,0.56,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2790,09-03-2025,Sep,10:50:00,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,Pimpal Paneri,Pimpal Paneri,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,NO Information,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.0,263.0,3.0,0.84,6.1,26.0,1.8(BDL),1(BDL),5(BDL),54,55.73,12.0,1.5(BDL),0.4,54.4,40.0,14.4,7.54,19.7,198.0,178.0,11,0.2(BDL),0.5(BDL),1(BDL),0.32,,16° 55.175,73° 17.944,NWMP_September2025_MPCB_0.csv,6.7,0.84,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2199,09-03-2025,Sep,11:35:00,"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,6.7,7.5,150.0,2.8,0.65,6.1,26.0,1.8(BDL),1(BDL),5(BDL),50,21.44,16.0,1.5(BDL),0.4,46.4,24.0,22.4,6.39,7.68,114.0,99.0,10(BDL),0.2(BDL),,1(BDL),0.35,,18°04.239,73°19.942,NWMP_September2025_MPCB_0.csv,6.7,0.65,"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2701,09-03-2025,Sep,14:00:00,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,,0.0,28.0,6.7,7.6,85.0,3.2,0.43,6.8,31.0,1.8(BDL),1(BDL),5(BDL),42,7.8,16.0,1.5(BDL),0.4,38.2,18.0,20.2,7.77,5(BDL),72.0,63.0,10(BDL),0.2(BDL),,1(BDL),0.35,,18° 05.515,73° 27.943,NWMP_September2025_MPCB_0.csv,6.7,0.43,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (3.2 > 3),1,0.17,Low Risk,High
2702,09-03-2025,Sep,13:25:00,"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,,0.0,28.0,6.5,7.6,94.0,3.0,0.4,9.2,39.0,1.8(BDL),1(BDL),5(BDL),46,10.15,12.0,1.5(BDL),0.44,35.0,20.0,15.0,8.13,5(BDL),77.0,66.0,10(BDL),0.2(BDL),,1(BDL),0.23,,18° 05.177,73° 26.613,NWMP_September2025_MPCB_0.csv,6.5,0.4,"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2703,09-03-2025,Sep,13:00:00,"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,,0.0,28.0,6.7,7.4,99.0,3.0,0.42,8.2,31.0,1.8(BDL),1(BDL),5(BDL),46,12.55,12.0,1.5(BDL),0.4,38.4,20.0,18.2,7.01,5(BDL),79.0,69.0,11,0.2(BDL),,1(BDL),0.26,,18° 04.455,73° 25.237,NWMP_September2025_MPCB_0.csv,6.7,0.42,"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2704,09-03-2025,Sep,12:25:00,"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,6.7,7.5,91.0,3.2,0.3(BDL),8.1,33.0,1.8(BDL),1(BDL),5(BDL),46,11.35,16.0,1.5(BDL),0.4,42.0,19.6,22.4,7.65,5(BDL),75.0,64.0,11,0.2(BDL),,1(BDL),0.31,,18° 04.317,73° 23.647,NWMP_September2025_MPCB_0.csv,6.7,0.3(BDL),"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (3.2 > 3),1,0.17,Low Risk,High
5996,09-09-2025,Sep,12:05:00,"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,,,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,6.8,7.6,129.0,2.8,0.3(BDL),1.8(BDL),94.0,1.8(BDL),1(BDL),5(BDL),62,9.5,20.0,1.5(BDL),0.4,70.0,32.0,38.0,5(BDL),5.5,109.0,89.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,18.73856,73.32371,NWMP_September2025_MPCB_0.csv,6.8,0.3(BDL),"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
5997,09-08-2025,Sep,18:35:00,"Kundalika river , kolad, Dist- Raigad",River,,,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,7.2,7.8,75.0,3.0,0.3(BDL),6.3,280.0,1.8(BDL),1(BDL),5(BDL),36,8.5,16.0,1.5(BDL),0.4,40.0,20.0,20.0,5(BDL),5(BDL),63.0,53.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,18.411402,73.2122,NWMP_September2025_MPCB_0.csv,7.2,0.3(BDL),"Kundalika river , kolad, Dist- Raigad",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2165,09-09-2025,Sep,12:00:00,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea, Gate Way of India, Gate Way of India,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.3,7.8,36370.0,13.0,1.1,170,920.0,,1.04,5(BDL),118,14895.38,228.0,2.24,0.4,5080.0,760.0,4320.0,2490,7459,34050.0,28942.0,18,0.2(BDL),0.5(BDL),211.8,0.61,,18°55.348,72°50.081,NWMP_September2025_MPCB_0.csv,4.3,1.1,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.3 < 5); BOD (13.0 > 3),2,14.11,Low Risk,High
2166,09-09-2025,Sep,13:30:00,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Churni Road,Churni Road,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.6,8.1,36290.0,13.0,1.09,220,920.0,,1(BDL),5(BDL),120,15395.23,212.0,2.24,0.4,6240.0,840.0,5400.0,2068,7537,32847.0,27294.0,24,0.2(BDL),0.5(BDL),209.45,0.61,,18°56.977,72°49.127,NWMP_September2025_MPCB_0.csv,4.6,1.09,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.6 < 5); BOD (13.0 > 3),2,11.71,Low Risk,High
2167,09-10-2025,Sep,11:00:00,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Worli Seaface,Worli Seaface,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.6,7.7,35940.0,13.0,1.13,350,1600.0,,1(BDL),5(BDL),112,15395.23,208.0,2.24,0.4,5160.0,720.0,4440.0,1988,6287,32549.0,27050.0,26,0.2(BDL),0.5(BDL),201.3,0.64,,18°59.820,72°48.722,NWMP_September2025_MPCB_0.csv,4.6,1.13,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.6 < 5); BOD (13.0 > 3),2,11.71,Low Risk,High
1318,09-10-2025,Sep,10:00:00,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,Mahim Creek,Mahim Creek,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.7,7.7,36380.0,13.5,1.06,540,1600.0,,1(BDL),5(BDL),114,15595.16,208.0,2.24,0.4,5040.0,800.0,4240.0,1900,7686,32923.0,27357.0,35,0.2(BDL),0.5(BDL),210.35,0.65,,19° 02,72° 48,NWMP_September2025_MPCB_0.csv,4.7,1.06,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.7 < 5); BOD (13.5 > 3),2,11.34,Low Risk,High
2811,09-10-2025,Sep,10:30:00,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Shivaji Park ,Shivaji Park ,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.6,7.8,35830.0,13.0,1.17,280,1600.0,,1.15,5(BDL),118,14395.54,192.0,2.24,0.4,4960.0,800.0,4160.0,1920,7186,32456.0,26974.0,26,0.2(BDL),0.5(BDL),173.05,0.61,,19° 01.570,72° 50.069,NWMP_September2025_MPCB_0.csv,4.6,1.17,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.6 < 5); BOD (13.0 > 3),2,11.71,Low Risk,High
2810,09-09-2025,Sep,14:30:00,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Haji Ali,Haji Ali,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.7,7.7,35910.0,12.0,1.09,170,920.0,,1(BDL),5(BDL),118,17394.61,196.0,2.24,0.4,4960.0,840.0,4120.0,2002,8479,33524.0,27029.0,44,0.2(BDL),0.5(BDL),223.3,0.56,,18° 58.722,72° 48.685,NWMP_September2025_MPCB_0.csv,4.7,1.09,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.7 < 5); BOD (12.0 > 3),2,10.06,Low Risk,High
2809,09-09-2025,Sep,14:00:00,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea, Malabar Hill, Malabar Hill,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.9,7.8,36260.0,12.0,1.01,220,920.0,,1(BDL),5(BDL),112,15895.07,204.0,2.24,0.4,6440.0,880.0,5560.0,1920,7747,32821.0,27273.0,42,0.2(BDL),0.5(BDL),206.8,0.69,,18° 57.176,72° 48.400,NWMP_September2025_MPCB_0.csv,4.9,1.01,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.9 < 5); BOD (12.0 > 3),2,8.46,Low Risk,High
1317,09-09-2025,Sep,08:00:00,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek, Eliphanta Island, Eliphanta Island,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.7,7.6,35880.0,13.5,1.11,220,920.0,,1.69,5(BDL),114,15395.23,196.0,2.24,0.4,4720.0,800.0,3920.0,1995,7618,32498.0,27008.0,32,0.2(BDL),0.5(BDL),209.8,0.61,,18° 57,72° 57,NWMP_September2025_MPCB_0.csv,4.7,1.11,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.7 < 5); BOD (13.5 > 3),2,11.34,Low Risk,High
2808,09-09-2025,Sep,13:00:00,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Narimen Point,Narimen Point,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.5,7.6,36860.0,13.0,1.15,170,540.0,,1(BDL),5(BDL),118,16594.85,204.0,2.24,0.4,4800.0,840.0,3960.0,1998,8086,32481.0,26994.0,30,0.2(BDL),0.5(BDL),210.6,0.64,,18° 55.534,72° 49.108,NWMP_September2025_MPCB_0.csv,4.5,1.15,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.5 < 5); BOD (13.0 > 3),2,12.51,Low Risk,High
2168,09-09-2025,Sep,16:00:00,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,Mithi River,Mithi River,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Slight Blackish,Odor Free,0.0,28.0,3.5,7.2,345.0,18.0,0.8,1400,9200.0,110,1(BDL),5(BDL),102,34.49,52.0,8.96,4.35,102.0,86.0,16.0,13.72,18.04,294.0,241.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19°03.095,72°50.907,NWMP_September2025_MPCB_0.csv,3.5,0.8,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (3.5 < 5); BOD (18.0 > 3),2,24.77,Low Risk,High
2169,09-03-2025,Sep,18:00:00,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Versova Beach,Versova Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,28.0,4.8,7.5,23190.0,14.0,0.94,280,920.0,,3.35,5(BDL),118,9796.96,220.0,2.24,0.4,3000.0,500.0,2500.0,1925,4221.5,19712.0,16193.0,52,0.2(BDL),0.5(BDL),173.65,0.48,,19°08.321,72°48.349,NWMP_September2025_MPCB_0.csv,4.8,0.94,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.8 < 5); BOD (14.0 > 3),2,10.96,Low Risk,High
2812,09-03-2025,Sep,17:00:00,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Juhu  Beach,Juhu  Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,28.0,4.2,7.2,23680.0,13.0,0.71,240,920.0,,1(BDL),5(BDL),118,10046.88,196.0,2.24,0.4,3220.0,600.0,2620.0,157.72,4346.5,20928.0,16905.0,52,0.2(BDL),0.5(BDL),151.15,0.48,,19° 05.795,72° 49.564,NWMP_September2025_MPCB_0.csv,4.2,0.71,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.2 < 5); BOD (13.0 > 3),2,14.91,Low Risk,High
2782,09-09-2025,Sep,13:35:00,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,Rabodi,Rabodi,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,2.3,7.5,1086.0,18.0,0.58,140,920.0,,1(BDL),5(BDL),152,243.92,44.0,4.48,2.82,182.0,92.0,90.0,48.4,146.34,923.0,757.0,30,0.2(BDL),0.5(BDL),13.3,0.2(BDL),,19° 12.081,72° 59.173,NWMP_September2025_MPCB_0.csv,2.3,0.58,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (2.3 < 5); BOD (18.0 > 3),2,34.37,Moderate Risk,High
2783,09-09-2025,Sep,14:35:00,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,Colour Chem ,Colour Chem ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,2.4,7.4,1068.0,18.0,0.76,140,540.0,,1(BDL),5(BDL),154,227.93,36.0,4.48,2.73,180.0,88.0,92.0,46.32,112.72,908.0,744.0,21,0.2(BDL),0.5(BDL),16.43,0.2(BDL),,19° 12.957,72° 59.153,NWMP_September2025_MPCB_0.csv,2.4,0.76,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (2.4 < 5); BOD (18.0 > 3),2,33.57,Moderate Risk,High
2784,09-09-2025,Sep,15:10:00,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,Sandoz ,Sandoz ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,2.5,7.3,612.0,20.0,2.13,140,920.0,,1(BDL),5(BDL),196,57.98,40.0,12.32,7.32,176.0,114.0,62.0,47.94,29.91,520.0,427.0,25,0.2(BDL),0.5(BDL),5.9,0.2(BDL),,19° 14.219,72° 59.844,NWMP_September2025_MPCB_0.csv,2.5,2.13,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (2.5 < 5); BOD (20.0 > 3),2,34.47,Moderate Risk,High
2792,09-09-2025,Sep,12:50:00,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,5.8,7.4,439.0,6.0,0.38,94,430.0,,1(BDL),5(BDL),100,73.48,20.0,3.36,2.0,112.0,58.0,54.0,20.75,36.22,373.0,306.0,16,0.2(BDL),0.5(BDL),3.85,0.2(BDL),,19° 12.573,73° 01.068,NWMP_September2025_MPCB_0.csv,5.8,0.38,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (6.0 > 3),1,2.55,Low Risk,High
2793,09-09-2025,Sep,13:15:00,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,Thane ,Thane ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,2.5,7.4,1451.0,16.0,0.48,240,540.0,,1.48,5(BDL),146,402.38,100.0,4.48,2.8,218.0,92.0,126.0,66.56,197.9,1233.01,1011.0,53,0.2(BDL),0.5(BDL),15.09,0.2(BDL),,19° 11.736,72° 59.152,NWMP_September2025_MPCB_0.csv,2.5,0.48,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (2.5 < 5); BOD (16.0 > 3),2,31.06,Moderate Risk,High
