stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,use_of_water_in_down_stream,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,remark,latitude,longitude,source_file,dissolved_oxygen,nitrate,station_name,river_name,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
2804,08-06-2025,Aug,18:00:00,"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Creek,Karambavane,Karambavane,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,7,7.4,655.0,2.8,0.3(BDL),6,25,1.8(BDL),1(BDL),5(BDL),64,150.15,12.0,1.5(BDL),0.54,87.2,34.2,53.0,23.38,68,468.0,421.0,12,0.2(BDL),,1.64,0.2(BDL),,17° 34.867,73° 25.913,NWMP_August2025_MPCB_0.csv,7.0,0.3(BDL),"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Creek,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2676,08-04-2025,Aug,14:30:00,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,Muchkundi,Muchkundi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,C (Drinking water source),,,Clear,50-100cm,Idol Emersion Wading,Yes,Clear,Odor Free,0.0,28.0,6.9,7.4,153.0,2.8,0.34,5.6,24,1.8(BDL),1(BDL),5(BDL),34,26.39,12.0,1.5(BDL),0.62,41.2,15.0,26.2,14.3,12,118.0,106.0,12,0.2(BDL),,1(BDL),0.32,,16° 46.450,73° 34.968,NWMP_August2025_MPCB_0.csv,6.9,0.34,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2813,08-04-2025,Aug,10:05:00,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,Ganptipule,Ganptipule,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,B (Outdoor bathing(Organized)),,,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0.0,28.0,6.9,7.9,47120.0,12.0,0.47,27,110,,1(BDL),14,104,18069.4,280.0,1.5(BDL),0.4,7390.0,1160.0,6230.0,3862,8300,38400.0,34560.0,14,0.2(BDL),,262,2.9,,17° 08.721,73° 15.930,NWMP_August2025_MPCB_0.csv,6.9,0.47,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (12.0 > 3),1,7.66,Low Risk,High
2814,08-04-2025,Aug,12:00:00,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Bhagwati Bundar,Bhagwati Bundar,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,00-01-1900,B (Outdoor bathing(Organized)),,Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,,0.0,28.0,7,7.9,46480.0,14.0,0.51,32,120,,1(BDL),12,110,18344.31,288.0,1.5(BDL),0.4,6320.0,1160.0,5160.0,3208,8400,37600.0,33840.0,14,0.2(BDL),,283,2.7,,16° 59.932,73° 16.349,NWMP_August2025_MPCB_0.csv,7.0,0.51,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (14.0 > 3),1,9.36,Low Risk,High
2815,08-04-2025,Aug,11:35:00,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Mandvi,Mandvi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,B (Outdoor bathing(Organized)),,Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0.0,28.0,6.8,7.9,29670.0,13.0,0.4,13,70,,1(BDL),8,86,10246.82,252.0,1.5(BDL),0.42,4015.0,775.0,3240.0,2699,5200,24200.0,21780.0,13,0.2(BDL),,212,2.4,,16° 59.312,73° 17.055,NWMP_August2025_MPCB_0.csv,6.8,0.4,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (13.0 > 3),1,8.51,Low Risk,High
2790,08-04-2025,Aug,12:20:00,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,Pimpal Paneri,Pimpal Paneri,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,50-100cm,Others,Yes,Clear,Odor Free,0.0,28.0,7.1,7.3,239.0,2.6,1.47,5.5,20,1.8(BDL),1(BDL),5(BDL),60,41.49,16.0,1.5(BDL),0.4,53.4,44.6,8.79,7.25,18,178.0,160.0,11,0.2(BDL),,1.12,0.42,,16° 55.175,73° 17.944,NWMP_August2025_MPCB_0.csv,7.1,1.47,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2199,08-04-2025,Aug,16:45:00,"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,6.8,7.7,105.0,3.0,0.3(BDL),5.6,22,1.8(BDL),1(BDL),5(BDL),46,18.59,16.0,1.5(BDL),0.4,48.0,25.2,22.8,9.6,8.5,91.0,78.0,12,0.2(BDL),,1(BDL),0.2(BDL),,18°04.239,73°19.942,NWMP_August2025_MPCB_0.csv,6.8,0.3(BDL),"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2701,08-04-2025,Aug,12:15:00,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,,0.0,28.0,6.9,7.6,92.0,2.8,0.3(BDL),6.1,27,1.8(BDL),1(BDL),5(BDL),46,6.7,16.0,1.5(BDL),0.41,42.6,27.8,14.8,9.2,5(BDL),76.0,68.0,11,0.2(BDL),,1(BDL),0.36,,18° 05.515,73° 27.943,NWMP_August2025_MPCB_0.csv,6.9,0.3(BDL),"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2702,08-04-2025,Aug,14:10:00,"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,,0.0,28.0,6.8,7.6,106.0,3.0,0.3(BDL),6.1,26,1.8(BDL),1(BDL),5(BDL),46,8.85,16.0,1.5(BDL),0.4,43.6,26.2,17.4,10.1,5(BDL),88.0,79.0,12,0.2(BDL),,1(BDL),0.45,,18° 05.177,73° 26.613,NWMP_August2025_MPCB_0.csv,6.8,0.3(BDL),"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2703,08-04-2025,Aug,14:40:00,"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,6.9,7.6,84.0,2.4,0.3(BDL),6.8,26,1.8(BDL),1(BDL),5(BDL),40,8.8,20.0,1.5(BDL),0.48,38.8,23.2,15.6,9.6,5(BDL),67.0,60.0,11,0.2(BDL),,1(BDL),0.55,,18° 04.455,73° 25.237,NWMP_August2025_MPCB_0.csv,6.9,0.3(BDL),"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2704,08-04-2025,Aug,15:20:00,"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,0.0,28.0,6.7,7.6,89.0,2.8,0.3(BDL),6.1,24,1.8(BDL),1(BDL),5(BDL),38,8.85,12.0,1.5(BDL),0.4,38.8,23.2,15.6,8.5,5(BDL),69.0,62.0,11,0.2(BDL),,1(BDL),0.32,,18° 04.317,73° 23.647,NWMP_August2025_MPCB_0.csv,6.7,0.3(BDL),"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
5996,08-11-2025,Aug,17:20:00,"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,,,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,7.2,7.4,148.0,3.0,0.59,14,140,1.8(BDL),8.64,5(BDL),72,14,12.0,1.5(BDL),0.4,62.0,32.0,30.0,5(BDL),8.21,120.0,106.0,14,0.24,0.5(BDL),1(BDL),0.2(BDL),,18.73856,73.32371,NWMP_August2025_MPCB_0.csv,7.2,0.59,"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
5997,08-06-2025,Aug,17:15:00,"Kundalika river , kolad, Dist- Raigad",River,,,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,28.0,7.2,7.6,225.0,3.0,0.3(BDL),23,140,1.8(BDL),1(BDL),5(BDL),32,15.5,8.0,1.5(BDL),0.4,30.0,14.0,16.0,5(BDL),7.15,192.0,168.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,18.411402,73.2122,NWMP_August2025_MPCB_0.csv,7.2,0.3(BDL),"Kundalika river , kolad, Dist- Raigad",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2165,08-07-2025,Aug,12:00:00,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea, Gate Way of India, Gate Way of India,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,8.0,31140.0,16.0,0.95,220,540,,1.87,5(BDL),136,16994.73,80.0,2.24,0.4,3920.0,740.0,3180.0,1108,7885,30310.0,26673.0,48,0.24,1.48,99.3,0.57,,18°55.348,72°50.081,NWMP_August2025_MPCB_0.csv,4.4,0.95,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (16.0 > 3),2,15.86,Low Risk,High
2166,08-07-2025,Aug,13:45:00,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Churni Road,Churni Road,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.9,31220.0,14.0,0.93,220,920,,2.16,5(BDL),130,15995.04,76.0,2.24,0.44,3980.0,740.0,3240.0,1108,7158,29920.0,26330.0,50,0.22,1.53,356,0.56,,18°56.977,72°49.127,NWMP_August2025_MPCB_0.csv,4.4,0.93,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (14.0 > 3),2,14.16,Low Risk,High
2167,08-06-2025,Aug,11:00:00,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Worli Seaface,Worli Seaface,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.6,7.8,31240.0,12.0,0.95,140,540,,1.69,5(BDL),144,16794.79,72.0,2.24,0.4,4000.0,780.0,3220.0,1019,8499,30910.0,27201.0,48,0.23,1.6,216.4,0.55,,18°59.820,72°48.722,NWMP_August2025_MPCB_0.csv,4.6,0.95,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.6 < 5); BOD (12.0 > 3),2,10.86,Low Risk,High
1318,08-06-2025,Aug,10:00:00,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,Mahim Creek,Mahim Creek,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.6,7.9,31010.0,14.0,0.93,430,920,,2.1,5(BDL),126,11746.36,64.0,2.24,0.4,4240.0,780.0,3420.0,1033,9127,27358.0,24195.0,32,0.24,1.72,201.55,0.53,,19° 02,72° 48,NWMP_August2025_MPCB_0.csv,4.6,0.93,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.6 < 5); BOD (14.0 > 3),2,12.56,Low Risk,High
2811,08-06-2025,Aug,10:30:00,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Shivaji Park ,Shivaji Park ,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5,7.7,31360.0,8.0,0.93,220,920,,1.06,5(BDL),132,12596.09,76.0,2.24,0.4,3240.0,780.0,2460.0,967,6843,27858.0,24518.0,31,0.26,1.99,220.5,0.56,,19° 01.570,72° 50.069,NWMP_August2025_MPCB_0.csv,5.0,0.93,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (8.0 > 3),1,4.26,Low Risk,High
2810,08-07-2025,Aug,14:30:00,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Haji Ali,Haji Ali,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.8,31110.0,14.0,0.93,280,920,,1.53,5(BDL),132,12496.13,76.0,2.24,0.4,3180.0,720.0,2460.0,1047.5,6959,26445.0,23272.0,38,0.23,1.9,212.8,0.59,,18° 58.722,72° 48.685,NWMP_August2025_MPCB_0.csv,4.4,0.93,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (14.0 > 3),2,14.16,Low Risk,High
2809,08-07-2025,Aug,14:00:00,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea, Malabar Hill, Malabar Hill,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.2,7.9,30670.0,16.0,1,94,540,,2.06,5(BDL),128,12296.19,80.0,2.24,0.4,5160.0,800.0,4360.0,1091,7940,26869.0,23645.0,34,0.24,1.89,213.05,0.57,,18° 57.176,72° 48.400,NWMP_August2025_MPCB_0.csv,4.2,1,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.2 < 5); BOD (16.0 > 3),2,17.46,Low Risk,High
1317,08-07-2025,Aug,08:00:00,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek, Eliphanta Island, Eliphanta Island,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.9,31260.0,12.0,0.95,140,540,,1.74,5(BDL),120,12995.97,60.0,2.24,0.4,4200.0,840.0,3360.0,1092.5,4879,27920.0,24572.0,38,0.25,1.95,126.55,0.58,,18° 57,72° 57,NWMP_August2025_MPCB_0.csv,4.4,0.95,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (12.0 > 3),2,12.46,Low Risk,High
2808,08-07-2025,Aug,12:30:00,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Narimen Point,Narimen Point,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.8,31030.0,14.0,0.94,130,430,,1.87,5(BDL),142,12396.16,60.0,2.24,0.4,4000.0,780.0,3220.0,1073.5,8795,27320.0,23892.0,31,0.23,1.76,235.9,0.6,,18° 55.534,72° 49.108,NWMP_August2025_MPCB_0.csv,4.4,0.94,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (14.0 > 3),2,14.16,Low Risk,High
2168,08-05-2025,Aug,13:00:00,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,Mithi River,Mithi River,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.3(BDL),7.4,648.0,38.0,1.93,1400,5400,110,2.79,5(BDL),178,77.98,112.0,19.04,11.68,130.0,84.0,46.0,22.43,38.98,488.0,414.0,20,1.95,0.5(BDL),11.36,0.2(BDL),,19°03.095,72°50.907,NWMP_August2025_MPCB_0.csv,0.3,1.93,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (38.0 > 3),2,67.39,High Risk,High
2169,08-05-2025,Aug,13:00:00,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Versova Beach,Versova Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,28.0,4.8,7.8,33010.0,14.0,1.35,140,540,,1(BDL),5(BDL),116,13895.69,180.0,2.24,0.4,3740.0,700.0,3040.0,1942,6904,29048.0,25562.0,56,0.24,0.56,378.6,0.55,,19°08.321,72°48.349,NWMP_August2025_MPCB_0.csv,4.8,1.35,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.8 < 5); BOD (14.0 > 3),2,10.96,Low Risk,High
2812,08-05-2025,Aug,13:00:00,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Juhu  Beach,Juhu  Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,4.4,8.0,32970.0,16.0,1.32,280,920,,1(BDL),5(BDL),122,14095.63,192.0,2.24,0.4,4600.0,720.0,3880.0,1901.5,7296,29222.0,25540.0,52,0.2(BDL),0.58,206.3,0.55,,19° 05.795,72° 49.564,NWMP_August2025_MPCB_0.csv,4.4,1.32,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (16.0 > 3),2,15.86,Low Risk,High
2782,08-06-2025,Aug,13:45:00,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,Rabodi,Rabodi,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.3(BDL),7.2,721.0,44.0,1.98,220,540,,4.76,5(BDL),230,72.98,128.0,6.72,4.12,188.0,128.0,60.0,61.66,42.99,518.0,456.0,41,1.4,0.5(BDL),11.2,0.2(BDL),,19° 12.081,72° 59.173,NWMP_August2025_MPCB_0.csv,0.3,1.98,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (44.0 > 3),2,72.49,High Risk,High
2783,08-06-2025,Aug,14:20:00,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,Colour Chem ,Colour Chem ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,1,7.4,711.0,30.0,2.09,140,540,,6.29,5(BDL),232,71.48,84.0,8.96,4.26,190.0,126.0,64.0,54.02,41.24,510.0,452.0,62,0.25,0.5(BDL),10.91,0.2(BDL),,19° 12.957,72° 59.153,NWMP_August2025_MPCB_0.csv,1.0,2.09,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (1.0 < 5); BOD (30.0 > 3),2,54.98,High Risk,High
2784,08-06-2025,Aug,15:10:00,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,Sandoz ,Sandoz ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.9,7.3,717.0,35.0,2,110,430,,4.55,5(BDL),236,74.98,80.0,7.84,4.18,188.0,132.0,56.0,50.46,35,526.0,463.0,52,0.23,0.5(BDL),11.2,0.2(BDL),,19° 14.219,72° 59.844,NWMP_August2025_MPCB_0.csv,0.9,2,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.9 < 5); BOD (35.0 > 3),2,60.03,High Risk,High
2792,08-06-2025,Aug,11:35:00,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,6.4,7.2,10750.0,4.6,0.85,220,920,,1.11,5(BDL),112,3673.86,8.0,2.24,0.4,1090.0,210.0,880.0,411,1713,9158.0,8059.0,45,0.2(BDL),0.63,57.82,0.24,,19° 12.573,73° 01.068,NWMP_August2025_MPCB_0.csv,6.4,0.85,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (4.6 > 3),1,1.36,Low Risk,High
2793,08-06-2025,Aug,13:00:00,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,Thane ,Thane ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,5,7.3,10650.0,8.4,0.85,280,920,,1(BDL),5(BDL),110,3623.88,64.0,2.24,0.4,1240.0,210.0,1030.0,265.6,1660,9058.0,7972.0,46,0.2(BDL),0.64,68.28,0.24,,19° 11.736,72° 59.152,NWMP_August2025_MPCB_0.csv,5.0,0.85,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (8.4 > 3),1,4.6,Low Risk,High
