station_name,river_name,state,district,month,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,top_5_model_drivers,rule_based_explanation,final_human_readable_explanation
"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",BPT/Navapur,,Thane,Aug,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (54.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 0.30 mg/L (below 5); BOD is 54.00 mg/L (above 3). Risk category: Severe Risk.,"Station BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 0.30 mg/L (below 5); BOD is 54.00 mg/L (above 3). Risk category: Severe Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Aug,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (58.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 0.30 mg/L (below 5); BOD is 58.00 mg/L (above 3). Risk category: Severe Risk.,"Station Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 0.30 mg/L (below 5); BOD is 58.00 mg/L (above 3). Risk category: Severe Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Aug,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (110.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 0.30 mg/L (below 5); BOD is 110.00 mg/L (above 3). Risk category: Severe Risk.,"Station Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 0.30 mg/L (below 5); BOD is 110.00 mg/L (above 3). Risk category: Severe Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Aug,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (210.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 0.30 mg/L (below 5); BOD is 210.00 mg/L (above 3). Risk category: Severe Risk.,"Station Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 0.30 mg/L (below 5); BOD is 210.00 mg/L (above 3). Risk category: Severe Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",Surya,,Thane,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Savta,,Thane,Aug,Non-Compliant,1.0,16.09,Low Risk,DO (4.0 < 5); BOD (12.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.00 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,"Station Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 4.00 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Dahanu,,Thane,Aug,Non-Compliant,1.0,15.76,Low Risk,DO (4.2 < 5); BOD (14.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.20 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,"Station Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 4.20 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",Kalu,,Thane,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Ulhas,,Thane,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",Ulhas,,Thane,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",Ulhas,,Thane,Aug,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,"Station Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane. is predicted Non-Compliant. Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",Bhatsa,,Thane,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",Tansa,,Thane,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
Vashi Creek at Vashi Bridge,Vashi,,Thane,Aug,Non-Compliant,1.0,12.46,Low Risk,DO (4.4 < 5); BOD (12.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,"Station Vashi Creek at Vashi Bridge is predicted Non-Compliant. Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
Vashi Creek at Airoli Bridge,Vashi,,Thane,Aug,Non-Compliant,1.0,13.36,Low Risk,DO (4.5 < 5); BOD (14.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.50 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,"Station Vashi Creek at Airoli Bridge is predicted Non-Compliant. Non-compliant because DO is 4.50 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
Thane creek Flamingo Sanctuary,Thane,,Thane,Aug,Non-Compliant,1.0,12.46,Low Risk,DO (4.4 < 5); BOD (12.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,"Station Thane creek Flamingo Sanctuary is predicted Non-Compliant. Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Patalganga river at Shilphata bridge, Village.Khopoli,Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Patalganga river at Shilphata bridge, Village.Khopoli,Taluka. Khalapur, District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Patalganga river near intake of MIDC water works  (Turade w/w). Village. Turade, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Aug,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,"Station Patalganga river near intake of MIDC water works  (Turade w/w). Village. Turade, Taluka. Khalapur, District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Patalganga river at D/s of Kharpada bridge , Village. Kharpada, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Patalganga river at D/s of Kharpada bridge , Village. Kharpada, Taluka. Khalapur, District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Patalganga river at Vyal Pump house,  Village. Vyal,  Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Patalganga river at Vyal Pump house,  Village. Vyal,  Taluka. Khalapur, District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Patalganga river at Savroli bridge, Village. Savroli,Taluka. Khalapur,District. Raigad.",Patalganga,,Raigad,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Patalganga river at Savroli bridge, Village. Savroli,Taluka. Khalapur,District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Patalganga river at Gagangiri Maharaj Temple, Village. Khopoli, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Patalganga river at Gagangiri Maharaj Temple, Village. Khopoli, Taluka. Khalapur, District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Panvel,,Raigad,Aug,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,"Station Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",Pedhi,,Amravati,Aug,Non-Compliant,1.0,7.13,Low Risk,DO (4.3 < 5); BOD (4.8 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.30 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,"Station Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati. is predicted Non-Compliant. Non-compliant because DO is 4.30 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",Purna,,Amravati,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,Chandrabhaga,,Amravati,Aug,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,"Station Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati is predicted Non-Compliant. Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",Purna,,Amravati,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Purna river at Kolhapur Tal- Daryapur, Dist- Amravati is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",Penganga,,Amravati,Aug,Non-Compliant,1.0,0.94,Low Risk,BOD (4.1 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.10 mg/L (above 3). Risk category: Low Risk.,"Station Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim is predicted Non-Compliant. Non-compliant because BOD is 4.10 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",Purna,,Akola,Aug,Non-Compliant,1.0,1.56,Low Risk,BOD (4.4 > 3); pH (8.6 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,"Station Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola is predicted Non-Compliant. Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",Purna,,Akola,Aug,Non-Compliant,1.0,1.45,Low Risk,BOD (4.7 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.70 mg/L (above 3). Risk category: Low Risk.,"Station Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola. is predicted Non-Compliant. Non-compliant because BOD is 4.70 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
Morna River D/s of Railway Bridge Akola ,Morna,,Akola,Aug,Non-Compliant,1.0,9.99,Low Risk,DO (4.4 < 5); BOD (9.1 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.40 mg/L (below 5); BOD is 9.10 mg/L (above 3). Risk category: Low Risk.,"Station Morna River D/s of Railway Bridge Akola  is predicted Non-Compliant. Non-compliant because DO is 4.40 mg/L (below 5); BOD is 9.10 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
Penganga River at Mehkar .Buldana Bridge.Akola,Penganga,,Akola,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Penganga River at Mehkar .Buldana Bridge.Akola is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lonar Surovar,,Akola,Aug,Non-Compliant,1.0,28.19,Moderate Risk,BOD (31.0 > 3); pH (9.7 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 31.00 mg/L (above 3); pH is 9.70 (outside 6.5-8.5). Risk category: Moderate Risk.,"Station Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana is predicted Non-Compliant. Non-compliant because BOD is 31.00 mg/L (above 3); pH is 9.70 (outside 6.5-8.5). Risk category: Moderate Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",Kolar,,Nagpur,Aug,Non-Compliant,1.0,1.53,Low Risk,BOD (4.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,"Station Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur. is predicted Non-Compliant. Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,,Nagpur,Aug,Non-Compliant,1.0,0.79,Low Risk,BOD (3.5 > 3); pH (8.6 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 3.50 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,"Station Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur. is predicted Non-Compliant. Non-compliant because BOD is 3.50 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,,Nagpur,Aug,Non-Compliant,1.0,1.56,Low Risk,BOD (4.4 > 3); pH (8.6 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,"Station Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur. is predicted Non-Compliant. Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,,Nagpur,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",Wainganga,,Nagpur,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",Wena,,Nagpur,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Nag river near ambazari lake, Dist- Nagpur",Nag,,Nagpur,Aug,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,"Station Nag river near ambazari lake, Dist- Nagpur is predicted Non-Compliant. Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
Nag river  near bhandewadi bridge Dist- Nagpur,Nag,,Nagpur,Aug,Non-Compliant,1.0,62.79,High Risk,DO (0.3 < 5); BOD (32.6 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 0.30 mg/L (below 5); BOD is 32.60 mg/L (above 3). Risk category: High Risk.,"Station Nag river  near bhandewadi bridge Dist- Nagpur is predicted Non-Compliant. Non-compliant because DO is 0.30 mg/L (below 5); BOD is 32.60 mg/L (above 3). Risk category: High Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",Nag,,Nagpur,Aug,Non-Compliant,1.0,56.15,High Risk,DO (0.3 < 5); BOD (24.8 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 0.30 mg/L (below 5); BOD is 24.80 mg/L (above 3). Risk category: High Risk.,"Station Nag river  near asoli road bridge, bhandara road, Dist- Nagpur is predicted Non-Compliant. Non-compliant because DO is 0.30 mg/L (below 5); BOD is 24.80 mg/L (above 3). Risk category: High Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",Pilli,,Nagpur,Aug,Non-Compliant,1.0,39.68,Moderate Risk,DO (1.2 < 5); BOD (13.9 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 1.20 mg/L (below 5); BOD is 13.90 mg/L (above 3). Risk category: Moderate Risk.,"Station Pilli river  near wanjara layout, kamptee road, Dist-Nagpur is predicted Non-Compliant. Non-compliant because DO is 1.20 mg/L (below 5); BOD is 13.90 mg/L (above 3). Risk category: Moderate Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
