station_name,river_name,state,district,month,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,top_5_model_drivers,rule_based_explanation,final_human_readable_explanation
"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,Non-Compliant,1.0,14.33,Low Risk,DO (3.9 < 5); BOD (9.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.90 mg/L (below 5); BOD is 9.50 mg/L (above 3). Risk category: Low Risk.,"Station Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.90 mg/L (below 5); BOD is 9.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,,Pune,Jul,Non-Compliant,1.0,2.84,Low Risk,DO (4.9 < 5); BOD (5.4 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.90 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,"Station Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.90 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,,Nagpur,Aug,Non-Compliant,1.0,1.56,Low Risk,BOD (4.4 > 3); pH (8.6 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,"Station Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur. is predicted Non-Compliant. Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Colour Chem,,Thane,Aug,Non-Compliant,1.0,54.98,High Risk,DO (1.0 < 5); BOD (30.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 1.00 mg/L (below 5); BOD is 30.00 mg/L (above 3). Risk category: High Risk.,"Station Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane. is predicted Non-Compliant. Non-compliant because DO is 1.00 mg/L (below 5); BOD is 30.00 mg/L (above 3). Risk category: High Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Pimpal.Paneri,,Ratnagiri,Jul,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",Waghur,,Jalgaon,Sep,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,"Station Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon. is predicted Non-Compliant. Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",Venna,,Satara,Aug,Non-Compliant,1.0,1.87,Low Risk,BOD (5.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.,"Station Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",Surya,,Thane,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",Bhima,,Pune,Sep,Non-Compliant,1.0,9.11,Low Risk,DO (4.5 < 5); BOD (9.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.50 mg/L (below 5); BOD is 9.00 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.50 mg/L (below 5); BOD is 9.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Savta,,Thane,Aug,Non-Compliant,1.0,16.09,Low Risk,DO (4.0 < 5); BOD (12.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.00 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,"Station Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 4.00 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",Bhima,,Pune,Sep,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",Ulhas,,Thane,Jul,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed.",Bindusara,,Beed,Jul,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Sep,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",Nira,,Pune,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",Mor,,Jalgaon,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,,Nagpur,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",Titur,,Jalgaon,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,,Pune,Sep,Non-Compliant,1.0,4.77,Low Risk,BOD (8.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,"Station Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 8.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",Chandrabhaga,,Solapur,Sep,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,"Station Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur. is predicted Non-Compliant. Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",Surya,,Thane,Sep,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Bhayander,,Thane,Jul,Non-Compliant,1.0,9.16,Low Risk,DO (4.6 < 5); BOD (10.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.60 mg/L (below 5); BOD is 10.00 mg/L (above 3). Risk category: Low Risk.,"Station Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 4.60 mg/L (below 5); BOD is 10.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Ulhas,,Thane,Aug,Non-Compliant,1.0,3.74,Low Risk,BOD (7.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk.,"Station Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane. is predicted Non-Compliant. Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,,Chandrapur,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",Muchkundi,,Ratnagiri,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Sarwali,,Thane,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Sarwali,,Thane,Jul,Non-Compliant,1.0,14.96,Low Risk,DO (4.3 < 5); BOD (14.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.30 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,"Station Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 4.30 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Madvi,,Ratnagiri,Sep,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,Mumbai,Aug,Non-Compliant,1.0,10.86,Low Risk,DO (4.6 < 5); BOD (12.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.60 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,"Station Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai. is predicted Non-Compliant. Non-compliant because DO is 4.60 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Navapur,,Thane,Aug,Non-Compliant,1.0,15.86,Low Risk,DO (4.4 < 5); BOD (16.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,"Station Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",Purna,,Amravati,Sep,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",Bhima,,Pune,Aug,Non-Compliant,1.0,8.26,Low Risk,DO (4.5 < 5); BOD (8.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.50 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.50 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",Wardha,,Nagpur,Jul,Non-Compliant,1.0,2.13,Low Risk,BOD (5.5 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.50 mg/L (above 3). Risk category: Low Risk.,"Station Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha. is predicted Non-Compliant. Non-compliant because BOD is 5.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna River at new haripur bridge, Tal- Miraj, Dist-Sangli",Krishna,,Sangli,Sep,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Krishna River at new haripur bridge, Tal- Miraj, Dist-Sangli is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna.",Godavari,,Jalna,Sep,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",Mutha,,Pune,Aug,Non-Compliant,1.0,41.23,Moderate Risk,DO (2.4 < 5); BOD (27.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 2.40 mg/L (below 5); BOD is 27.00 mg/L (above 3). Risk category: Moderate Risk.,"Station Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 2.40 mg/L (below 5); BOD is 27.00 mg/L (above 3). Risk category: Moderate Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Sep,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Arnala,,Thane,Aug,Non-Compliant,1.0,9.26,Low Risk,DO (4.8 < 5); BOD (12.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,"Station Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane. is predicted Non-Compliant. Non-compliant because DO is 4.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",Gomai,,Dhule,Jul,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Thane,,Mumbai,Aug,Non-Compliant,1.0,12.46,Low Risk,DO (4.4 < 5); BOD (12.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,"Station Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai. is predicted Non-Compliant. Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,,Nashik,Aug,Non-Compliant,1.0,20.94,Low Risk,DO (3.0 < 5); BOD (8.8 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk.,"Station Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 3.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Ulhas,,Thane,Jul,Non-Compliant,1.0,1.7,Low Risk,BOD (5.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.,"Station Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane. is predicted Non-Compliant. Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
